,Unnamed: 0,actual,predicted,text,label
3872,3872,2,0,"Britain #39;s  #39;9/11 #39; foiled by security forces Story in full AN AL-QAEDA terror plot involving aircraft being flown simultaneously into the towers of Canary Wharf and Heathrow Airport has been foiled by British security forces, it emerged last night.",0
3883,3883,2,3,"Series of small explosions shake Madrid The explosions hit five gas stations simultaneously, after a telephone warning from the armed Basque separatist group ETA. Two police officers were slightly wounded by one of the bombs.",0
3906,3906,0,2,"The New New York Skyline The city's profile is about to undergo an extreme makeover, and \$30 million flying town houses are just the beginning.",0
3909,3909,1,0,"Russia Sends Troops to Guard Nuclear Sites  - Russia deployed extra troops to guard\dozens of nuclear facilities across the country on Wednesday\after militants seized a school in the south and a suicide bomb\attack in Moscow, the nuclear authority said.",0
3913,3913,0,2,"Shia leader Sadrs movement insists on Iraq election boycott BAGHDAD - Radical Shiite cleric Muqtada Sadrs movement will not participate in the national Iraqi elections due on January 30, Sadrs senior assistant asserted on Friday.",0
3919,3919,0,2,"Jackson's Lavish Lifestyle Put on Display SANTA MARIA, Calif. - Michael Jackson's elegant home with its lavish playground for children was placed on display in a courtroom as defense attorneys showed a judge videotapes of a raid last year on the pop star's Neverland estate...",0
3929,3929,0,3,"Bush, Kerry have similar postwar strategies (USATODAY.com) USATODAY.com - President Bush says U.S. forces will stay in Iraq as long as necessary but no longer. John Kerry says he wants to bring U.S. troops home but will not ""cut and run"" before the country is stable. Despite differences over how the United States went to war, either man as president would pursue a similar strategy now, their campaign statements show.",0
3944,3944,3,2,"Typhoon Megi slams into northern Japan TOKYO (Reuters) - Typhoon Megi has killed one person as it slammed ashore in northern Japan, bringing the death toll to at least 13 and cutting power to thousands of homes before heading out into the Pacific. ",0
3949,3949,3,2,Sharon presses on with Gaza plan JERUSALEM (Reuters) - Israeli Prime Minister Ariel Sharon has vowed to press ahead with his Gaza pullout plan despite a humiliating rebuff from his own party of his bid to forge a coalition with the pro-withdrawal Labour Party. ,0
3953,3953,1,0,"Brazil Recognizes China as a 'Market Economy'  BRASILIA, Brazil (Reuters) - Brazil has met Chinese wishes  to recognize the Asian country as a ""market economy"" in a move  to solder the two emerging giants' growing commercial ties, the  nations' leaders said on Friday.",0
3956,3956,0,2,WHO bid to cut maternal deaths The World Health Organization is spearheading a campaign to reduce the numbers of women who die in childbirth.,0
3960,3960,2,3,Two Italian Aid Workers Kidnapped in Baghdad Two Italian woman aid workers and two Iraqis were kidnapped in broad daylight in central Baghdad Tuesday in a brazen raid that will alarm foreigners already edgy from widespread kidnappings.,0
3961,3961,1,0,"Karzai well ahead in Afghan tally KABUL, Afghanistan -- Preliminary results from Afghanistan #39;s landmark elections show President Hamid Karzai well ahead of his rivals and on course to become the country #39;s first popularly elected leader.",0
3965,3965,0,3,"Ukrainian CEC announces results of presidential elections RBC, 02.11.2004, Kiev 15:55:11.Ukrainian Prime Minister Viktor Yanukovich has won 40.22 percent support during the recent presidential elections, according to the results announced by the Ukrainian Central Elections Commission after 95.",0
3982,3982,0,2,24-hour push for NI powersharing Talks to revive powersharing in Northern Ireland have entered a final 24-hour push as Britain and Ireland prepared to publish their painstakingly negotiated peace plans.,0
3983,3983,2,1,US tobacco firms set for trial A \$280bn (156bn) government lawsuit against the largest cigarette manufacturers in the United States begins on Tuesday with both sides confident of victory.,0
3988,3988,3,2,"Gaza Gunmen Seize Governor's Office in Protest  - Masked gunmen occupied the Palestinian\governor's office in a southern Gaza Strip town on Sunday,\demanding compensation for Israeli raids in a protest that\added to signs of growing lawlessness.",0
4021,4021,3,0,French Official Says No Sign Arafat Poisoned France #39;s health minister says there is no indication the death of Palestinian terrorist leader Yasser Arafat was the result of poisoning - amid rumors in the Arab world that Arafat was poisoned.,0
4039,4039,0,2,"Mosque bombed in Pakistan LAHORE, Pakistan -- A suicide bombing at a Shi'ite mosque yesterday in this eastern city killed four people, including two security guards who confronted the attacker and prevented a far greater number of deaths.",0
4052,4052,3,0,"Angry Putin Rules Out Chechen Talks as Crowds Rally  BESLAN, Russia (Reuters) - Russian President Vladimir Putin  rejected any dialogue with Chechen separatists, blamed for at  least 335 deaths in the school hostage siege, as hundreds of  thousands joined rallies against terrorism.",0
4059,4059,0,1,"Iran #39;s president slams nuke plan IRANIAN President Mohammad Khatami has criticised an International Atomic Energy Agency resolution on its nuclear activities drawn up by Britain, France and Germany.",0
4064,4064,3,0,"Reach of missiles now 2,000 km: Iran TEHRAN - Iran #39;s former president Hashemi Rafsanjani said Tuesday that his country has created missiles that can now reach targets 2,000 kilometres away, a substantial increase from its previous range.",0
4068,4068,3,2,"Ten Sistani Supporters Killed in Iraq's Najaf  NAJAF, Iraq (Reuters) - At least 10 supporters of Iraq's  top Shi'ite cleric were shot dead in Najaf Thursday when gunmen  opened fire at police who were trying to control the crowd,  prompting the police to return fire, witnesses said.",0
4110,4110,0,1,"Mayan Indians End Guatemalan Dam Seizure  PUEBLO VIEJO, Guatemala (Reuters) - Mayan Indians ended a  siege of Guatemala's largest dam on Wednesday after the  government agreed to consider demands they be compensated for  land and lives lost in massacres when it was built.",0
4134,4134,2,1,"Powell to Seek US Aid for Palestinians Secretary of State Colin L. Powell, arriving in Israel for his first visit in a year and a half, said Sunday that he would work with Palestinian leaders to come up ",0
4141,4141,0,2,"Shots heard near Dutch building where terror suspects holed up THE HAGUE, Nov 10 (AFP) - Shots were heard Wednesday near a building in The Hague where suspected terrorists are holed up and which is under siege by Dutch police, witnesses told Dutch television.",0
4142,4142,3,0,Finance ministers meet to settle dispute over offshore oil revenue (Canadian Press) Canadian Press - OTTAWA (CP) - Finance Minister Ralph Goodale sat down Friday with his counterparts from Newfoundland and Nova Scotia to try to work out a deal on the sharing of offshore oil and gas revenue.,0
4158,4158,3,2,Panel Pushes for Energy Security Funding  - A bipartisan panel of energy experts said Wednesday that regulation of climate changing pollution and improved automobile fuel efficiency must be an essential elements of the nation's energy agenda  #151; a view that clashes with the White House and many members of Congress.,0
4180,4180,2,3,"China Attacks Human Rights Report  - Pro-Beijing media launched a scathing attack Friday on a report alleging human rights violations ahead of Hong Kong's weekend election, and a Chinese official lashed out at the ""wicked"" watchdog group that prepared it.",0
4194,4194,2,3,"Roadside bomb kills US soldier A US soldier was killed and another wounded Monday night when a roadside bomb exploded as their military convoy passed by on a road near Baghdad, according to the US military.",0
4200,4200,0,1,India on top after early strikes India claim three quick wickets as Australia reach 103-3 at lunch on day one of the third Test.,0
4208,4208,2,3,"U.S., Iraqi Troops Launch Mosul Offensive U.S. and Iraqi troops pushed into insurgent-heavy neighborhoods and stormed police stations in Mosul on Tuesday, launching an offensive to retake parts of this northern Iraqi city where militants staged a mass uprising last week in support of insurgents in Fallujah.",0
4209,4209,0,2,Voting begins in Afghanistan VOTING began in Afghanistan today for the first direct presidential election in the country #39;s history. Some 10.5 million registered voters are eligible to select a president from a total of 18 candidates.,0
4216,4216,2,3,"Bush's Reserve Resignation Cited 'Inadequate Time'  - President Bush, accused by Democrats of\shirking his duty in the Texas Air National Guard during the\Vietnam War, wrote that he had ""inadequate time"" to meet future\Reserve commitments in his Nov. 1974 letter of resignation\released on Wednesday.",0
4227,4227,1,2,"Spring Productivity Rate Makes Small Gain WASHINGTON - Workers' productivity increased at an annual rate of 2.5 percent in the spring, the smallest gain since late 2002, reflecting the economy's slowdown.    The increase in productivity - the amount an employee produces for every hour on the job - was down from an initial estimate of a 2.9 percent growth rate for the April-to-June quarter and marked a deceleration from the 3.7 percent pace posted in the first three months of this year, the Labor Department reported Thursday...",0
4242,4242,2,0,"U.S. Leaks Report of No Weapons in Iraq  - In Washington, in the tense months before war in Iraq, Charles Duelfer was confident. ""Of course he is developing his weapons of mass destruction,"" the American arms expert wrote of Saddam Hussein.",0
4248,4248,3,2,"Mitsubishi Injects Cash Into UFJ  - Japanese banking giant Mitsubishi Tokyo Financial Group Inc. pumped the equivalent of  #36;6.4 billion into UFJ Holdings Inc., Japan's fourth biggest bank, Friday in a move designed to discourage a rival takeover.",0
4256,4256,3,2,"Top Colombia militant gunned down Colombian paramilitary leader Miguel Arroyave is killed, casting further doubts on ongoing peace talks.",0
4276,4276,2,1,"Kopassus linked to pact with Jakarta JOHN Howard has vowed to create a more active and pragmatic relationship with Indonesia, including the possibility of increasing counter-terrorism co-operation with the most controversial arm of the Indonesian military, Kopassus.",0
4278,4278,2,3,Vera Drake up for European prize Vera Drake and Bad Education are among the nominees for the European Film Academy Awards.,0
4293,4293,2,0,"Palace Intruder Dresses as Batman A protester dressed in a Batman costume scaled the front wall of Buckingham Palace Monday, reaching a ledge near the balcony where the royal family appears on ceremonial occasions.",0
4294,4294,2,3,"A Presidential Fraternity Helps Clinton Open Library in Arkansas Members of many of the nation's past and present first families dedicated Bill Clinton's library in Little Rock, Ark., on Thursday.",0
4299,4299,3,2,Analysis: Iraq Dominates Policy Debate  - President Bush and Democrat John Kerry are concentrating on Iraq and relegating other international issues to the sidelines. Their preoccupation is not lost on other world leaders.,0
4304,4304,1,2,Russia jails killers of African Russia's first race hate murder trial ends in long jail terms for three men who killed an African medical student.,0
4334,4334,1,0,"Techno tricks used to ring roulette winnings London - Three gamblers who have used a James Bond-style laser device to win more than 1-million (R11,24-million) at the Ritz in March did nothing illegal, police have concluded.",0
4336,4336,3,2,"Los Alamos to Remove Weapons-Grade Nukes  - Los Alamos National Laboratory plans within a year to remove all weapons-grade nuclear material from a part of the lab that has raised security concerns, according to an internal federal document.",0
4342,4342,1,2,"An African tragedy That is the bottom line for initiatives undertaken by the United States, United Nations, African Union, the Arab League, and any other international actors trying to resolve the current ",0
4360,4360,3,0,Passenger Screenings to Be More Intrusive WASHINGTON - U.S. officials got a wake-up call last month about the need to screen airline passengers for explosives when two Chechen women apparently carried bombs onto two Russian planes and blew them up...,0
4386,4386,2,3,Rumsfeld Arrives at Desert Marine Base in Iraq  - Defense Secretary Donald\Rumsfeld swept into an airbase in Iraq's western desert Sunday\to make a first-hand evaluation of operations to quell a raging\Iraqi insurgency in his first such visit in five months.,0
4402,4402,2,1,"Bombs Rock The  #39;Green Zone #39; BAGHDAD (CBS) Two explosions rocked Baghdad #39;s heavily fortified Green Zone in quick succession Thursday, killing five people, at least three of them Americans, according to reports.",0
4416,4416,0,1,"Pakistan arrests Libyan suspected of Qaeda ties PESHAWAR, Pakistan -- Pakistani intelligence agents arrested a Libyan on suspicion of having links to Al Qaeda after raiding a home on the outskirts of this northwestern city yesterday, security officials said.",0
4421,4421,2,0,"GOP Convention Closes With Milder Protests  - A week of rallies, marches and nearly 1,800 arrests left anti-Bush protesters drained and the city refuting allegations that demonstrators were held too long in police custody.",0
4425,4425,0,2,Shiite Leaders Seek to Quell Fears as Rebels Kill 18 Iraqi Soldiers Leaders of the United Iraqi Alliance urged disaffected Sunnis to join in the elections for a national assembly.,0
4445,4445,2,3,"Sharon to tap Labor if Shinui quits govt Israeli Prime Minister Ariel Sharon said if senior coalition partner Shinui makes good on its threat to quit the government, he will immediately start negotiating with the ",0
4462,4462,3,2,U.N. Issues Warning of Muslim Attacks in Bangkok  - The United Nations has warned its staff\in Thailand to be careful following threats by a separatist\group to stage attacks in Bangkok in revenge for the deaths of\85 Muslim protesters in the south last week.,0
4469,4469,2,3,Day Seven preview: Athletics begins Latest updates as Denise Lewis prepares her bid for heptathlon gold.,0
4479,4479,3,2,Jail sought for  #39;JI bomb tutor #39; INDONESIAN prosecutors today called for a two-year prison term for a man accused of using his science degree and Islamic militant experience to run bomb workshops and plot terror attacks on Western interests.,0
4483,4483,3,2,"Peres Calls for Israeli Elections After Likud Rejects Talks Aug. 20 (Bloomberg) -- Shimon Peres, chairman of the opposition Labor Party, said Israel should have early elections after the ruling Likud Party voted against coalition talks. ",0
4489,4489,0,1,"Visiting Haiti, Canadian leader presses reconciliation PORT-AU-PRINCE, Haiti -- Canada's prime minister urged rival groups yesterday to disarm and political factions to settle differences so the poorest nation in the Western Hemisphere may make use of international aid.",0
4503,4503,2,3,"Al-Zawahri Vows to Keep Fighting U.S.  - In a videotape aired Monday, Osama bin Laden's top lieutenant vowed to continue fighting the United States until Washington changed its policies.",0
4506,4506,2,3,Palestinians granted free movement Secretary of State Colin Powell said yesterday that he won Israel #39;s agreement to permit freedom of movement for Palestinians when they hold elections for a successor to Yasser Arafat in January.,0
4521,4521,3,1,"Panel says Karzai winner in Afghanistan A panel investigating the Afghan presidential elections said Wednesday incumbent President Hamid Karzai won with 55 percent of the vote, the BBC reported.",0
4539,4539,2,0,Bush Calls Kerry Health Plan Bureaucratic Nightmare  - President Bush derided Democrat\John Kerry's plan for reforming health care on Monday as a\bureaucratic nightmare and contended it would cost  #36;1.5\trillion.,0
4541,4541,3,1,Last chance for Iran over nuclear deadline BRITAIN and Germany gave Iran a final chance yesterday to co-operate over its nuclear programme - or face the prospect of sanctions.,0
4558,4558,3,0,"Pakistan must stop terror: PM tells Musharraf NEW YORK: Upbeat over his meeting with President Pervez Musharraf, Prime Minister Manmohan Singh said he did raise the issue of terrorism with him and made it clear that Pakistan has to control the menace as a  pre-condition  for moving forward on the ",0
4564,4564,2,3,"Prince Charles: Man of the People or Royal Snob? Britain #39;s Prince Charles always prides himself on being a man of the people. But with one gruff memo about not all men being equal, the heir to the throne has tarnished his populist credentials.",0
4571,4571,2,3,"A revised disengagement strategy As Yasser Arafat was being brought for burial, and even before a Palestinian leadership has arisen that will prove that it is heading in a new direction, British Prime Minister Tony Blair went ",0
4582,4582,0,3,"Little Sympathy for Thai Rebels Over Malaysian Border  - Deep in a palm oil estate\in Malaysia's north, a cluster of about 20 wooden huts sits\around a brick mosque.",0
4584,4584,3,0,Violence kills 15 as home minister visits Kashmir India #39;s home minister made his first visit to insurgency-hit Indian Kashmir yesterday as 15 people died in the latest violence.,0
4587,4587,2,3,US to tackle Afghan drugs trade Washington announces a major new initiative to try to tackle the production of illegal drugs in Afghanistan.,0
4600,4600,0,2,IAEA report positive step: Iran TEHRAN (AFP) -- Iran said the UN nuclear watchdog #39;s report Wednesday on Tehran #39;s atomic energy program was a positive step toward clearing up the country #39;s file and demonstrating the peaceful character of the program.,0
4607,4607,2,0,"Kerry, Bush Votes Could Affect State Races  - State Sen. Neil Schuerer is a small-town lawmaker not accustomed to rubbing shoulders with world leaders. But the Republican shared the stage with Dick Cheney during a recent campaign appearance in which he was given a few minutes to talk to the crowd before the start of the vice president's speech.",0
4620,4620,2,3,Lebanese Cabinet Votes to Extend President #39;s Term in Office Lebanon #39;s Cabinet voted Saturday to amend the country #39;s constitution to permit President Emile Lahoud to stay in office for three more years after his present term ends.,0
4626,4626,2,0,"Car Bomb Detonates Outside of Iraqi Police Recruiting Station in ... A car bomb exploded near a police station in the Iraqi capital early today, as dozens of people were applying to join the force, killing at least 32 people and wounding 88, officials said.",0
4646,4646,2,3,Grim funeral service held for Burundi massacre victims  - Thousands of grieving people and top politicians attended a grim funeral service held to bury some 160 Congolese Tutsis slaughtered in a refugee camp in Burundi.,0
4650,4650,0,2,"Study: Adolescence Affects Breast Cancer The way a girl grows during adolescence and even in the womb may play an important, if murky, role in her risk of breast cancer later in life, a study suggests. The study of 117,000 women in Denmark found that those who were chubby at birth but tall and lean at 14 were more likely to develop the disease...",0
4655,4655,3,2,Zimbabwe #39;s first woman VP calls for unity A former guerrilla fighter elected as Zimbabwe #39;s first woman vice president called for unity in the ruling party after a divisive power struggle over her nomination for the ,0
4669,4669,3,0,"Sudan #39;s Foreign Minister says Security Council measure on Darfur ... 23 September 2004 - Addressing the United Nations General Assembly this afternoon, the Foreign Minister of Sudan pledged to work for peace and respect for human rights in the country #39;s vast and blighted Darfur region, but denounced a UN Security Council ",0
4695,4695,0,3,"Bomb victim makes good recovery A five-year-old Indonesian girl critically injured in last month #39;s Australian embassy bombing in Jakarta has made a remarkable recovery and will leave hospital this week, press reports said yesterday.",0
4701,4701,0,1,"Frances Poised to Slog Ashore in Florida STUART, Fla. - Hurricane Frances lost some steam and hesitated off the Florida coast Friday, prolonging the anxiety among the millions evacuated and raising fears of a slow, ruinous drenching over the Labor Day weekend...",0
4753,4753,1,3,"Body of slain Chinese hostage flown home from Pakistan ISLAMABAD : The body of a Chinese engineer killed in an army operation to rescue him from his kidnappers was flown to China aboard a Pakistan military plane, officials said.",0
4761,4761,3,2,N.Korean Defectors with Weapons in the S.Korean Embassy in China It was reported on September 30 that the South Korean government is aggressively reviewing ways of a conditional handover to China of North Korean defectors who used weapons or violence to enter the Korean Embassy in China.,0
4767,4767,2,3,"Derrida, father of deconstruction, dies at 74 Jacques Derrida, the influential French thinker and writer who inspired admiration, vilification and utter bewilderment as the founder of the intellectual movement known as deconstruction, has died.",0
4770,4770,2,0,"Sudan Army Surrounds Darfur Camps, Aid Agency Says The Sudanese army and police surrounded camps holding internally displaced people in the south of Sudan #39;s troubled Darfur region Tuesday, blocking access to aid agencies, UN officials said.",0
4790,4790,2,3,"Terror in Beslan  Not justified by any cause AS THE grim images of parents weeping inconsolably over their children #39;s graves were beamed into drawing-rooms the world over, few eyes would have been dry or hearts un-enraged at the fiends who target children.",0
4794,4794,3,2,"Row erupts as top Sharon aide says there will be no Palestinian ... Ariel Sharon #39;s chief aide caused a political storm yesterday by claiming that the real purpose of the Israeli prime minister #39;s  disengagement plan  was to freeze the peace process and prevent the establishment of a Palestinian state, all with the blessing ",0
4819,4819,3,2,"Milosevic wins appeal on defence The former Yugoslav president, Slobodan Milosevic, yesterday won back the right to lead his own defence at his trial for war crimes.",0
4821,4821,2,3,"Italy govt set to begin European Constitution ratification The government, keen to make Italy the first country to ratify the EU constitutional treaty, was setto greenlight the necessary bill in a cabinet meeting late Friday afternoon.",0
4825,4825,3,2,"European Ministers to Discuss Discuss Irans Long-Term Uranium ... Diplomats in Brussels say the foreign ministers of Britain, France and Germany will meet Iran #39;s top nuclear official Monday to discuss a long-term nuclear cooperation agreement.",0
4830,4830,0,3,Thai hospitals on alert for more bird flu cases Hospitals and health officials across Thailand have been placed on high alert to monitor for any cases of human-to-human transmission of the deadly bird flu virus.,0
4839,4839,3,2,"Six dead in Iraq blasts Six people were killed and eight others wounded Saturday when a car bomb and remote bomb exploded simultaneously next to an Iraqi police academy in Kirkuk, an Iraqi National Guard official told CNN.",0
4844,4844,3,2,"Topics A, B and C in Run-up to Debate: Jobs, Jobs and Jobs John Kerry will assail President Bush tonight as the first president since Herbert Hoover to preside over a four-year term with fewer Americans working than when he began.",0
4848,4848,2,3,"Stocks Fall on GM Earnings, Higher Oil NEW YORK - A disappointing earnings report from General Motors Corp. and another rise in crude oil prices sent stocks lower Thursday as investors grew even more nervous about the economy...",0
4866,4866,2,3,"Investigators Find Explosives in Russia Plane Wreck  MOSCOW (Reuters) - Explosive of a kind used by Chechen  rebels has been found in one of two airliners that crashed  simultaneously, Russian investigators said, making it look ever  likelier that the disaster was a political attack.",0
4869,4869,2,3,"Hurricane Ivan Churns Toward Caribbean BRIDGETOWN, Barbados - Hurricane Ivan churned toward the Caribbean on Monday, packing sustained winds of 115 mph and threatening to hit Barbados and other islands, after it strengthened from tropical storm status with unusual speed.    Residents rushed to install storm shutters and schools remained closed in Barbados, where the Category 3 storm - the fourth major hurricane of the season - was expected to hit late Tuesday...",0
4873,4873,3,0,"Car Bombs in Iraq Kill 21, Wound More Than 100 A series of car bomb blasts tore through Baghdad and the northern Iraq city of Mosul on Monday, killing at least 21 people and wounding scores.",0
4906,4906,1,2,"Man sentenced to life for backpacker murder Ian Previte, a drifter, has been found guilty of murdering 19-year-old British backpacker Caroline Stuttle in Bundaberg, Australia, April 10, 2002.",0
4916,4916,1,0,Origami peace gesture met with violence in Thailand A creative peace offering has been met with renewed violence in the troubled south of Thailand. Hours after 50 Thai army planes dropped some 100 million Japanese-style origami cranes over the predominantly ,0
4920,4920,0,3,"Tropical Storm Jeanne leaves more than 500 dead in Haiti PORT-AU-PRINCE.More than 1,000 people have died or are missing as a result of Tropical Storm Jeanne, particularly in the northeastern region of the country where, at the close of this edition, more bodies were being discovered and the banks of certain ",0
4924,4924,2,3,Militant groups back end of chaos Palestinian militant groups Thursday expressed support for disarming independent militias operating in the Palestinian territories.,0
4930,4930,0,2,"Bomb-hit British consulate opens Prince Charles has re-opened Britain #39;s Istanbul consulate, shattered by a suicide bombing less than a year ago. Seventeen people, including Consul General Roger Short ",0
4938,4938,3,0,"Russia, Israel Agree on Anti-Terror Union Russia #39;s foreign minister welcomed Israel #39;s offer of help in combating militant groups on Monday, saying Russia needs to be more effective in fighting terror after last week #39;s deadly hostage school standoff.",0
4958,4958,3,2,Army admits human rights violations during dictatorship Thirty-one years on the Chilean army has acknowledged the human rights violations committed during the dictatorship of Augusto Pinochet.,0
4996,4996,0,2,"NATO Chief to Open Arab Relations Drive in Algeria  BRUSSELS (Reuters) - The head of NATO will make an  unprecedented visit to Algeria on Thursday, the opening move in  a drive to beef up cooperation with the Arab world on  counter-terrorism, defense reform and military training.",0
5019,5019,2,3,"Russia's Putin Rules Out Talking to Chechen Rebels  ASTANA (Reuters) - Russian President Vladimir Putin on  Thursday ruled out any negotiations with Chechen rebel leaders  following the Beslan school hostage-seizure in which more than  320 people were killed, half of them children.",0
5045,5045,3,2,"Deadly Blast Mars Chechen Voting GROZNY, Russia Aug. 29, 2004 - Chechens battered by five years of war, terrorism and misery voted Sunday for a president in an election that the Russian government portrayed as step toward stability, though ",0
5055,5055,2,3,Blair op sparks row in his party British Prime Minister Tony Blair was recovering Saturday after successfully undergoing treatment to correct an irregular heartbeat -- but speculation about who will succeed him raged in his party.,0
5070,5070,0,3,"US guard 'stomped' on Iraqis A colleague testifies against the woman pictured in photos from Iraq's Abu Ghraib prison, Pte Lynndie England.",0
5076,5076,2,0,6 US Troops Die in Three Bomb Attacks Anxiety grows as a holy month approaches. Iraqi premier gives an ultimatum to Fallouja to turn over a militant. By Ashraf Khalil. BAGHDAD - Six US soldiers were reported killed in attacks here and in the ,0
5091,5091,3,0,"Karzai attack underlines Afghan poll fears KABUL: At a campaign rally in Minnesota, US President George W Bush hailed democratic progress in Afghanistan and plans for presidential elections next month as  unbelievable .",0
5103,5103,1,0,Guinea-Bissau Soldiers Stage Mutiny Over Pay  BISSAU (Reuters) - Hundreds of mutinous soldiers demanding  pay for peacekeeping duty abroad seized key buildings in the  capital of Guinea-Bissau on Wednesday and patrolled the  potholed streets in trucks with mounted machineguns.,0
5111,5111,0,3,"Apex court permits night viewing of Taj Mahal: India News: New Delhi, Nov 25 : The Supreme Court Thursday permitted the Uttar Pradesh government to allow visitors to view the Taj Mahal on five moonlit nights a month.",0
5113,5113,3,2,"First Lady Promoting Husband As Warrior  - First lady Laura Bush said Tuesday night that her husband agonized through White House walks and somber suppers and took the United States into war against terrorism ""because he knew the safety and security of America and the world depended on it.""",0
5114,5114,3,0,Lawyer: Russia Becoming Anti-Democratic  - A defense lawyer for jailed oil tycoon Mikhail Khodorkovsky said Tuesday anti-democratic trends were emerging in Russia under President Vladimir Putin with the aim of quieting political opponents.,0
5133,5133,0,2,"PNA receives Arafat #39;s medical report Nasser al-Qidwa, Palestinian representative at the United Nations and nephew of late leader Yasser Arafat, handed Arafat #39;s death report to the Palestinian National Authority (PNA) on Saturday.",0
5137,5137,2,3,Second round of Darfur peace talks open The second round of talks aimed at finding a solution to the Darfur crisis in western Sudan resumed in the Nigerian capital Abuja on Monday.,0
5146,5146,1,0,"AFC Powers Meet in NFL's Season Opener FOXBORO, Mass. - Forget last season's win over Indianapolis in the AFC championship game...",0
5153,5153,2,3,"Hamas will not field candidate for Palestinian election Gaza City: Hamas will not field a candidate for next month #39;s election to succeed Yasser Arafat as president of the Palestinian Authority, a spokesman for the radical Islamist movement said on Wednesday.",0
5180,5180,3,0,"Americans Wake Up on Day 2 of Ryder Cup BLOOMFIELD TOWNSHIP, Mich. - The Americans finally showed up at the Ryder Cup...",0
5183,5183,3,2,"Italian Hostage Released in Philippines  - An Italian aid worker abducted in the Philippines was released unharmed early Wednesday, the military said.",0
5193,5193,2,3,"Two Bus Bombs in India Kill 4, Injure 39 GAUHATI, India Aug. 26, 2004 - A passenger bus and another carrying paramilitary soldiers and their families were blown up in separate explosions in the insurgency-wracked Assam state on Thursday, killing ",0
5201,5201,3,2,"Senate Wants Intel Chief With Budget Say WASHINGTON - Senate leaders want to create a strong national intelligence director with budgetary authority but would leave the Pentagon in charge of some military spy agencies, The Associated Press learned Tuesday.    Sen...",0
5207,5207,0,2,"80 Thai Muslims suffocate after arrest at protest Almost 80 Muslim demonstrators arrested in southern Thailand suffocated after being crammed into army lorries, the Thai authorities admitted yesterday.",0
5211,5211,3,2,"Flight Data Recorders Found of 2 Crashed Planes in Russia Investigators picked through the scattered wreckage today of two Russian passenger jets that crashed nearly simultaneously Tuesday night after leaving Moscow, and reported ",0
5233,5233,0,2,"Plan to ask Cambodian King to stay on Cambodians are awaiting the outcome of a trip to China by one of the country #39;s leaders, who is hoping to coax King Norodom Sihanouk into reversing his decision to abdicate.",0
5246,5246,3,0,"Glum Day for Hong Kong Democrats A series of tactical errors, with peculiarities in the voting process, prevented democracy advocates here from winning as many seats as expected in Sunday #39;s legislative ",0
5248,5248,2,0,"Car bombs, US raids kill 21 in Baghdad BAGHDAD - The Iraqi capital was engulfed in violence yesterday as 21 people were killed and more than 100 wounded from two car bomb attacks and from United States-led offensives on Shi #39;ite and Sunni rebel pockets in the city.",0
5250,5250,0,1,Coke opens fridge door to rivals Coca Cola is to allow rivals' drinks in its branded coolers as part of a deal with EU anti-trust watchdogs.,0
5252,5252,2,0,Arafat #39;s condition deteriorates The French doctors treating Palestinian leader Yasser Arafat say his health has suffered a setback and they are carrying out more tests to discover why.,0
5262,5262,2,0,The Hague Fouls up the Atmosphere Maybe the most unpleasant Ankara-Brussels meeting since the Justice and Development Party (AKP) came to power in 2002 was held in The Hague last week.,0
5263,5263,2,3,"Ispat, LNM, ISG merge to form world's largest steelmaker  - Dutch-Indian steel group Ispat International announced that it had agreed to merge with Dutch LNM Holdings and US International Steel Group to form the world's largest steelmaker, which would be known as Mittal Steel.",0
5291,5291,3,0,"Moscow terror protest draws throng MOSCOW -- Tens of thousands of people answered a government call and rallied outside the Kremlin yesterday in a show of solidarity against terrorism, nearly a week after militants seized a school in southern Russia in a standoff that claimed more than 350 lives, many of them children.",0
5313,5313,1,2,IRA Urged to Trade Arms for Power-Sharing Deal The IRA was tonight told to be prepared to surrender its weapons if a deal to revive power sharing in Northern Ireland is to go ahead.,0
5314,5314,2,3,"Mystery of the Islamic Scholar Who Was Barred by the U.S. Tariq Ramadan, a Swiss theologian of Egyptian descent, has been chased by allegations that his public face of moderation conceals an extremist core.",0
5327,5327,2,3,"UN delay: a boost for cloning advocates By putting off a vote on banning all human cloning, nations have let embryo research for therapeutic reasons gain momentum. By Gregory M. Lamb  Staff writer of The Christian Science Monitor.",0
5330,5330,0,3,"Sharon, with Party Backing, Invites Labour Into Govt Israeli Prime Minister Ariel Sharon on Friday invited the opposition Labour Party to begin talks to form a unity government, a move that would avoid early elections and pave the way for a withdrawal from Gaza.",0
5347,5347,2,3,"Ailing Clinton urges Kerry to bolster election attacks  - Under pressure in the polls as he enters the final stretch in his race for the White House, Senator John Kerry turned to Democratic heavy-hitter former president Bill Clinton for help from his hospital bed.",0
5348,5348,0,1,"Rockets Nip Kings As NBA Travels to China SHANGHAI, China - Hometown hero Yao Ming scored 14 points to lead the Houston Rockets to an 88-86 win over the Sacramento Kings Thursday night in the first ever NBA game played in China.    The Rockets' Brad Miller led the scoring with 19 points, but it was the Houston center who garnered the most attention...",0
5354,5354,0,3,"Two Russian Planes Crash, 89 Die, After Hijack Alarm (Update7) Two Russian passenger airliners from Moscow crashed within minutes of each other, killing all 89 passengers and crew, the greatest number of civilian Russian air deaths in a single day for more than three years.",0
